userId,top_actors
1820,"['Daisy Ridley', 'Marion Cotillard', 'Matt Berry', 'Dawid Ogrodnik', 'Tomasz Zietek', 'Agnieszka Suchora', 'Beverly D&apos;Angelo', 'Robin Dunne', 'Bagus Mara Goesti', 'Dan Payne']"
1854,"['Marion Cotillard', 'Matt Berry', 'Daisy Ridley', 'Lew Ayres', 'Jeanette MacDonald', 'Ian Hunter', 'Jane McGregor', 'Rebecca De Mornay', 'Matt Craven', 'Tomasz Zietek']"
1889,"['Matt Berry', 'Daisy Ridley', 'Marion Cotillard', 'Dawid Ogrodnik', 'Agnieszka Suchora', 'Tomasz Zietek', 'Simon Yam', 'Niu Tien', 'Sammo Kam-Bo Hung', 'Natasa Gollová']"
1902,"['Poetoe Aloes Goesti', 'Caio Blat', 'Lasse Kolsrud', 'Dan Payne', 'Jon Foo', 'James Morrison', 'Jeff East', 'Cem Yilmaz', 'Saplak Njoman', 'Rodney Dangerfield']"
1934,"['Matt Berry', 'Marion Cotillard', 'Daisy Ridley', 'Lew Ayres', 'Ian Hunter', 'Jeanette MacDonald', 'Tomasz Zietek', 'Dawid Ogrodnik', 'Agnieszka Suchora', 'Joel Rosenman']"
1935,"['Matt Berry', 'Marion Cotillard', 'Daisy Ridley', 'Jane McGregor', 'Rebecca De Mornay', 'Matt Craven', 'Lew Ayres', 'Ian Hunter', 'Jeanette MacDonald', 'Busta Rhymes']"
1965,"['Matt Berry', 'Daisy Ridley', 'Marion Cotillard', 'Agnieszka Suchora', 'Dawid Ogrodnik', 'Tomasz Zietek', 'Natasa Gollová', 'Jan Werich', 'Marie Vásová', 'Simon Yam']"
1966,"['Matt Berry', 'Marion Cotillard', 'Daisy Ridley', 'Tomasz Zietek', 'Dawid Ogrodnik', 'Penelope Mitchell', 'Teddy Sears', 'Julianne Hough', 'Agnieszka Suchora', 'John Roberts']"
1977,"['Daisy Ridley', 'Matt Berry', 'Marion Cotillard', 'Agnieszka Suchora', 'Dawid Ogrodnik', 'Tomasz Zietek', 'Beverly D&apos;Angelo', 'Dan Payne', 'Bagus Mara Goesti', 'Robin Dunne']"
2000,"['Marion Cotillard', 'Matt Berry', 'Daisy Ridley', 'Dawid Ogrodnik', 'Agnieszka Suchora', 'Tomasz Zietek', 'Julianne Hough', 'Teddy Sears', 'Penelope Mitchell', 'Simon Yam']"
2003,"['Agnieszka Suchora', 'Dawid Ogrodnik', 'Tomasz Zietek', 'Marie Vásová', 'Natasa Gollová', 'Jan Werich', 'Matt Berry', 'Daisy Ridley', 'Marion Cotillard', 'Bagus Mara Goesti']"
2041,"['Matt Berry', 'Marion Cotillard', 'Daisy Ridley', 'Tomasz Zietek', 'Lew Ayres', 'Jeanette MacDonald', 'Ian Hunter', 'Dawid Ogrodnik', 'Agnieszka Suchora', 'Joel Makower']"
2114,"['Matt Berry', 'Marion Cotillard', 'Daisy Ridley', 'Tomasz Zietek', 'Agnieszka Suchora', 'Dawid Ogrodnik', 'Penelope Mitchell', 'Teddy Sears', 'Julianne Hough', 'Ona Munson']"
2153,"['Matt Berry', 'Marion Cotillard', 'Daisy Ridley', 'Tomasz Zietek', 'Dawid Ogrodnik', 'Agnieszka Suchora', 'Niu Tien', 'Sammo Kam-Bo Hung', 'Lew Ayres', 'Simon Yam']"
2234,"['Daisy Ridley', 'Marion Cotillard', 'Matt Berry', 'Paul Nicholls', 'Jane McGregor', 'Jennifer Love Hewitt', 'Tom Wilkinson', 'Rebecca De Mornay', 'Jeanette MacDonald', 'Lew Ayres']"
2255,"['Marion Cotillard', 'Matt Berry', 'Daisy Ridley', 'Dawid Ogrodnik', 'Tomasz Zietek', 'Agnieszka Suchora', 'Marie Vásová', 'John Roberts', 'Joel Rosenman', 'Joel Makower']"
2263,"['Matt Berry', 'Marion Cotillard', 'Daisy Ridley', 'Tomasz Zietek', 'Dawid Ogrodnik', 'Agnieszka Suchora', 'Joel Rosenman', 'Julianne Hough', 'Penelope Mitchell', 'Gigi Leung']"
2265,"['Matt Berry', 'Marion Cotillard', 'Daisy Ridley', 'Tomasz Zietek', 'Dawid Ogrodnik', 'Lew Ayres', 'Jeanette MacDonald', 'Agnieszka Suchora', 'Ian Hunter', 'Jan Werich']"
2332,"['Matt Berry', 'Marion Cotillard', 'Daisy Ridley', 'Jane McGregor', 'Rebecca De Mornay', 'Matt Craven', 'Lew Ayres', 'Jeanette MacDonald', 'Ian Hunter', 'Shaun Baker']"
2347,"['Rodney Dangerfield', 'Caroline Ducey', 'Bjørn Sundquist', 'Megi Kobaladze', 'Robin Dunne', 'Lee Sung-min', 'Natasa Gollová', 'Joe Pera', 'Beverly D&apos;Angelo', 'Ha Jung-woo']"
2364,"['Lee Sung-min', 'Jason Box', 'Ha Jung-woo', 'Saplak Njoman', 'Elena Bennett', 'Poetoe Aloes Goesti', 'Ron Ben-Yishai', 'Guy Branum', 'Onur Saylak', 'Serkan Keskin']"
2376,"['Matt Berry', 'Daisy Ridley', 'Marion Cotillard', 'Dawid Ogrodnik', 'Agnieszka Suchora', 'Tomasz Zietek', 'Marie Vásová', 'Ray Middleton', 'Ona Munson', 'Jan Werich']"
2380,"['Matt Berry', 'Daisy Ridley', 'Marion Cotillard', 'Dawid Ogrodnik', 'Tomasz Zietek', 'Agnieszka Suchora', 'Lew Ayres', 'Jeanette MacDonald', 'Ian Hunter', 'Natasa Gollová']"
2382,"['Matt Berry', 'Marion Cotillard', 'Daisy Ridley', 'Agnieszka Suchora', 'Dawid Ogrodnik', 'Tomasz Zietek', 'Beverly D&apos;Angelo', 'Marie Vásová', 'Niu Tien', 'Jan Werich']"
2394,"['Matt Berry', 'Daisy Ridley', 'Marion Cotillard', 'Dawid Ogrodnik', 'Tomasz Zietek', 'Agnieszka Suchora', 'Teddy Sears', 'Penelope Mitchell', 'Julianne Hough', 'Jan Werich']"
2430,"['Matt Berry', 'Marion Cotillard', 'Daisy Ridley', 'Dawid Ogrodnik', 'Tomasz Zietek', 'Agnieszka Suchora', 'Ian Hunter', 'Lew Ayres', 'Jeanette MacDonald', 'John Roberts']"
2450,"['Daisy Ridley', 'Matt Berry', 'Marion Cotillard', 'Dawid Ogrodnik', 'Agnieszka Suchora', 'Tomasz Zietek', 'Simon Yam', 'Beverly D&apos;Angelo', 'Saplak Njoman', 'Natasa Gollová']"
2495,"['Natasa Gollová', 'Daisy Ridley', 'Matt Berry', 'Marion Cotillard', 'Jan Werich', 'Simon Yam', 'Lasse Kolsrud', 'Wes Bentley', 'Kate Bosworth', 'Olivia Rose Keegan']"
2496,"['Wes Bentley', 'Dawid Ogrodnik', 'Kate Bosworth', 'Teddy Sears', 'Olivia Rose Keegan', 'Penelope Mitchell', 'Agnieszka Suchora', 'Julianne Hough', 'Tomasz Zietek', 'Graham Appleby']"
2499,"['Matt Berry', 'Daisy Ridley', 'Marion Cotillard', 'Tomasz Zietek', 'Agnieszka Suchora', 'Beverly D&apos;Angelo', 'Dawid Ogrodnik', 'Bagus Mara Goesti', 'Natasa Gollová', 'Sam Kinison']"
2505,"['Marion Cotillard', 'Matt Berry', 'Daisy Ridley', 'Agnieszka Suchora', 'Dawid Ogrodnik', 'Tomasz Zietek', 'Niu Tien', 'Sammo Kam-Bo Hung', 'Simon Yam', 'Jan Werich']"
2539,"['Agnieszka Suchora', 'Rodney Dangerfield', 'Dawid Ogrodnik', 'Saplak Njoman', 'Tomasz Zietek', 'Ha Jung-woo', 'Robin Dunne', 'Bagus Mara Goesti', 'Dan Payne', 'Daisy Ridley']"
2541,"['Matt Berry', 'Daisy Ridley', 'Marion Cotillard', 'Dawid Ogrodnik', 'Tomasz Zietek', 'Agnieszka Suchora', 'Lew Ayres', 'Jeanette MacDonald', 'Ian Hunter', 'Kate Bosworth']"
2589,"['Jan Werich', 'Agnieszka Suchora', 'Tomasz Zietek', 'Marion Cotillard', 'Daisy Ridley', 'Matt Berry', 'Ha Jung-woo', 'Marie Vásová', 'Deannie Ip', 'Lee Sung-min']"
2592,"['Matt Berry', 'Marion Cotillard', 'Daisy Ridley', 'Lew Ayres', 'Ian Hunter', 'Rebecca De Mornay', 'Jeanette MacDonald', 'Jane McGregor', 'Matt Craven', 'Tom Wilkinson']"
2628,"['Matt Berry', 'Daisy Ridley', 'Marion Cotillard', 'Agnieszka Suchora', 'Dawid Ogrodnik', 'Tomasz Zietek', 'Teddy Sears', 'Penelope Mitchell', 'Julianne Hough', 'Jan Werich']"
2634,"['Matt Berry', 'Marion Cotillard', 'Daisy Ridley', 'Penelope Mitchell', 'Teddy Sears', 'Julianne Hough', 'Tomasz Zietek', 'Dawid Ogrodnik', 'Agnieszka Suchora', 'Lew Ayres']"
2676,"['Daisy Ridley', 'Matt Berry', 'Marion Cotillard', 'Dawid Ogrodnik', 'Agnieszka Suchora', 'Tomasz Zietek', 'Simon Yam', 'Kate Bosworth', 'Niu Tien', 'Wes Bentley']"
2714,"['Marion Cotillard', 'Daisy Ridley', 'Matt Berry', 'Dawid Ogrodnik', 'Tomasz Zietek', 'Agnieszka Suchora', 'Julianne Hough', 'Teddy Sears', 'Penelope Mitchell', 'Beverly D&apos;Angelo']"
2719,"['Matt Berry', 'Marion Cotillard', 'Daisy Ridley', 'Tomasz Zietek', 'Agnieszka Suchora', 'Beverly D&apos;Angelo', 'Dawid Ogrodnik', 'Bagus Mara Goesti', 'Ha Jung-woo', 'Natasa Gollová']"
2725,"['Daisy Ridley', 'Matt Berry', 'Marion Cotillard', 'Agnieszka Suchora', 'Tomasz Zietek', 'Dawid Ogrodnik', 'Teddy Sears', 'Penelope Mitchell', 'Julianne Hough', 'Sam Kinison']"
2742,"['Rodney Dangerfield', 'Dan Payne', 'Saplak Njoman', 'Poetoe Aloes Goesti', 'Ha Jung-woo', 'Megi Kobaladze', 'Robin Dunne', 'Serkan Keskin', 'Beverly D&apos;Angelo', 'Onur Saylak']"
2768,"['Matt Berry', 'Daisy Ridley', 'Marion Cotillard', 'Lew Ayres', 'Jeanette MacDonald', 'Ian Hunter', 'Tomasz Zietek', 'Jane McGregor', 'Paul Nicholls', 'Dawid Ogrodnik']"
2816,"['Matt Berry', 'Daisy Ridley', 'Marion Cotillard', 'Tomasz Zietek', 'Teddy Sears', 'Julianne Hough', 'Dawid Ogrodnik', 'Penelope Mitchell', 'Agnieszka Suchora', 'Beverly D&apos;Angelo']"
2842,"['Agnieszka Suchora', 'Dawid Ogrodnik', 'Daisy Ridley', 'Matt Berry', 'Marion Cotillard', 'Tomasz Zietek', 'Dan Payne', 'Robin Dunne', 'Beverly D&apos;Angelo', 'Teddy Sears']"
