movieId,title,genres,top_actors
261503,"About Vitya, Masha, and Marines (1973)",Adventure|Children,"['Zbigniew Zamachowski', 'Julie Delpy', 'Janusz Gajos']"
215919,Kalki (2019),Action|Crime|Thriller,"['Jack Palance', 'Howard McGillin', 'Michelle Nicastro']"
218075,How the Cossacks Became Olympians (1978),Adventure|Animation|Comedy,"['Tim Allen', 'Judge Reinhold', 'Wendy Crewson']"
70088,Jonathan Livingston Seagull (1973),Drama,"['Tim Robbins', 'Morgan Freeman', 'Bob Gunton']"
4309,Petits Freres (Petits Frères) (1999),Drama,"['Billy Zane', 'William Sadler', 'Jada Pinkett Smith']"
160748,Cowboy Canteen (1944),War|Western,"['Peter Gallagher', 'Elisabeth Shue', 'Alison Elliott']"
270378,Zero Fucks Given (2022),Comedy|Drama,"['Denzel Washington', 'Russell Crowe', 'Kelly Lynch']"
158986,Criminal Court (1946),Crime|Drama,"['Hugh Grant', 'Kristin Scott Thomas', 'Emmanuelle Seigner']"
44255,Story of a Love Affair (Cronaca di un amore) (1950),Crime|Drama|Romance,"['Alfre Woodard', 'Delroy Lindo', 'David Patrick Kelly']"
8545,Plain Dirty (a.k.a. Briar Patch) (2003),Drama|Romance,"['Tom Hanks', 'Robin Wright', 'Gary Sinise']"
138364,Una donna per la vita (2012),Comedy,"['Omar Epps', 'Kristy Swanson', 'Michael Rapaport']"
186277,Solsidan (2017),Comedy,"['Luna Lauren Velez', 'Jon Seda', 'Tomas Melly']"
249694,So Much for So Little (1949),Animation|Children|Comedy,"['Nicolas Cage', 'Bridget Fonda', 'Rosie Perez']"
6384,Love the Hard Way (2001),Crime|Drama|Romance,"['Jim Carrey', 'Cameron Diaz', 'Peter Riegert']"
217511,Z (2019),Horror|Thriller,"['Macaulay Culkin', 'Edward Herrmann', 'John Larroquette']"
254490,Kids of the Night (2021),Comedy,"['Michael Keaton', 'Geena Davis', 'Christopher Reeve']"
145288,A Deadly Encounter (2004),Thriller,"['Kevin Costner', 'Dennis Quaid', 'Gene Hackman']"
261975,Mickey's Rival (1936),Animation,"['Ellen Barkin', 'Laurence Fishburne', 'Frank Langella']"
160936,Entrega inmediata (1963),Comedy,"['Albert Finney', 'Brenda Fricker', 'Michael Gambon']"
235259,The Malibu Tapes (2019),Horror,"['James Andrews', 'Mary Beth Aylesworth', 'Mike Barbour']"
276099,Nikamma (2022),Action|Comedy,"['A. Peter Bailey', 'Roscoe Lee Browne', 'John Henrik Clarke']"
287685,The Beloved Rogue (1927),Action|Adventure|Drama,"['Christopher Lambert', 'Mario Van Peebles', 'Deborah Kara Unger']"
72908,Devil in the Flesh (1947),Drama|Romance,"['Daniel Day-Lewis', 'Michelle Pfeiffer', 'Winona Ryder']"
173677,The Stepmother (1973),Drama,"['Richard Dreyfuss', 'Emilio Estevez', 'Rosie O&apos;Donnell']"
223137,Black Water: Abyss (2020),Adventure|Horror|Thriller,"['Sean Bean', 'David Thewlis', 'Docs Keepin Time']"
207786,The Massie Affair (2018),Documentary,"['Madeleine Stowe', 'Aidan Quinn', 'James Remar']"
214764,Dance With Me (2019),Comedy,"['Nick Nolte', 'Mary McDonnell', 'J.T. Walsh']"
267600,Badland Doves (2021),Western,"['Julian Sands', 'Sherilyn Fenn', 'Bill Paxton']"
216505,That Old Dream That Moves (2001),Comedy|Drama,"['Robert De Niro', 'Chazz Palminteri', 'Lillo Brancato']"
146491,Hercules Against the Moon Men (1964),Action|Adventure|Fantasy,"['Dan Aykroyd', 'Jane Curtin', 'Robert Knott']"
2055,Hot Lead and Cold Feet (1978),Action|Comedy|Western,"['Woody Harrelson', 'Kiefer Sutherland', 'Dylan McDermott']"
243034,A Tale of Mari and Three Puppies (2007),Drama,"['Jason London', 'Wiley Wiggins', 'Matthew McConaughey']"
177961,Big Shots (1982),Crime|Drama,"['Uma Thurman', 'Lorraine Bracco', 'Pat Morita']"
101188,Central Park (1990),Documentary,"['Leslie Cheung', 'Fengyi Zhang', 'Gong Li']"
169718,Undead or Alive: A Zombedy (2007),Action|Comedy|Horror,"['Larry B. Scott', 'Mark Christopher Lawrence', 'Rusty Cundieff']"
151597,Racing Extinction (2015),Action|Adventure|Documentary,"['Dennis Quaid', 'Meg Ryan', 'James Caan']"
107725,"Botany of Desire, The (2009)",Documentary,"['Jason James Richter', 'Lori Petty', 'Michael Madsen']"
72733,Invictus (2009),Drama,"['Harrison Ford', 'Tommy Lee Jones', 'Sela Ward']"
43538,Rampo (a.k.a. The Mystery of Rampo) (1994),Drama|Mystery,"['Alec Baldwin', 'Kim Basinger', 'Michael Madsen']"
496,What Happened Was... (1994),Comedy|Drama|Romance|Thriller,"['V.S. Brodie', 'Guinevere Turner', 'T. Wendy McMillan']"
131794,Monster High (1989),Comedy|Horror|Sci-Fi,"['Colin Friels', 'Sean Connery', 'Joanne Whalley']"
151060,The Man in the Raincoat (1957),Comedy|Mystery,"['Rebecca De Mornay', 'Don Johnson', 'Stephen Lang']"
144866,Pillow to Post (1945),Comedy,"['Hiep Thi Le', 'Tommy Lee Jones', 'Haing S. Ngor']"
142949,Nightbeast (1982),Horror|Sci-Fi,"['Tim Robbins', 'Paul Newman', 'Jennifer Jason Leigh']"
257843,Light Is Waiting (2007),Horror,"['Nick Nolte', 'Albert Brooks', 'Whittni Wright']"
5265,Death to Smoochy (2002),Comedy|Crime|Drama,"['Daniel Day-Lewis', 'Pete Postlethwaite', 'Alison Crosbie']"
273139,The Baby and the Battleship (1956),Comedy,"['Joe Pesci', 'Christian Slater', 'Victoria Abril']"
82732,New York Confidential (1955),Crime|Drama|Film-Noir,"['Emilio Estevez', 'Cuba Gooding Jr.', 'Denis Leary']"
203511,The Uncovering (2018),Drama|Thriller,"['Brad Pitt', 'Juliette Lewis', 'Kathy Larson']"
214108,Munafik (2016),Horror,"['Eric Stoltz', 'Julie Delpy', 'Martin Raymond']"
138642,"Back to Back, Face to Face (1994)",Drama,"['Jesse Bradford', 'Jeroen Krabbé', 'Lisa Eichhorn']"
141260,Flashback - Mörderische Ferien (2000),Horror,"['Michael J. Fox', 'Christina Vidal', 'Nathan Lane']"
26450,Treasure of the Yankee Zephyr (1981),Action|Adventure|Drama,"['Whoopi Goldberg', 'Ted Danson', 'Will Smith']"
249164,Excavator (2017),Drama,"['Tom Noonan', 'Karen Sillas']"
137962,Strange Fruit (2004),(no genres listed),"['Ray Liotta', 'Lance Henriksen', 'Stuart Wilson']"
188585,Enissa Amani: Ehrenwort (2018),Comedy,"['Tilda Swinton', 'Billy Zane', 'Quentin Crisp']"
153102,Egomania - Island Without Hope (1986),Drama,"['Kevin Costner', 'Clint Eastwood', 'Laura Dern']"
280222,Love Them All (2019),Drama,"['Holly Hunter', 'Harvey Keitel', 'Sam Neill']"
130196,The Neighbors (2012),Thriller,"['Janet Jackson', 'Tupac Shakur', 'Regina King']"
283931,Nuclear (2022),Documentary,"['Anthony Hopkins', 'Emma Thompson', 'John Haycraft']"
230673,Don't Be Embarassed (2018),Comedy|Drama,"['Sean Connery', 'Wesley Snipes', 'Harvey Keitel']"
188723,Trofim (1995),(no genres listed),"['Joe Mantegna', 'Ben Kingsley', 'Max Pomeranc']"
260953,Slap Happy Lion (1947),Animation|Comedy,"['William Hurt', 'Nathan Yapp', 'Keith Allen']"
81518,Afterwards (2008),Mystery,"['Bruce Willis', 'Sarah Jessica Parker', 'Dennis Farina']"
163625,The One (2011),Comedy|Drama|Romance,"['Colm Feore', 'Derek Keurvorst', 'Katya Ladan']"
272957,The Viking Sagas (1995),Action|Adventure,"['Christian Slater', 'Patricia Arquette', 'Dennis Hopper']"
193095,Male Companion (1964),Comedy,"['James Carville', 'George Stephanopoulos', 'Heather Beckel']"
7344,"Wrong Arm of the Law, The (1963)",Comedy|Crime,"['Renaud', 'Gérard Depardieu', 'Miou-Miou']"
192907,Bresson: Without a Trace (1965),Documentary,"['Kim Vithana', 'Jimmi Harkishin', 'Sarita Khajuria']"
172229,Plain Clothes (1988),Comedy|Mystery|Romance|Thriller,"['Jesper Salén', 'Stellan Skarsgård', 'Basia Frydman']"
3756,"Golden Bowl, The (2000)",Drama,"['Julie Walters', 'Jim Broadbent', 'Thora Hird']"
194791,Speak Up (2017),Documentary,"['Lily Tomlin', 'Tony Curtis', 'Susie Bright']"
230537,Turkey Town (2018),Animation,"['Arnold Schwarzenegger', 'Linda Hamilton', 'Edward Furlong']"
181791,Grin and Bear It (1954),Animation|Children,"['Kevin Costner', 'Mary McDonnell', 'Graham Greene']"
4486,Clean and Sober (1988),Drama,"['Sergey Dreyden', 'Agnès Soral', 'Viktor Mikhailov']"
63226,Repast (Meshi) (1951),Drama,"['Michael J. Fox', 'Sally Field', 'Ralph Waite']"
136335,Scooby-Doo and the Alien Invaders (2000),Animation|Children,"['David Schwimmer', 'Gwyneth Paltrow', 'Michael Rapaport']"
181029,The Kid from Spain (1932),Comedy|Romance,"['Matt LeBlanc', 'Jayne Brook', 'Gene Ross']"
4672,"Tall Guy, The (1989)",Comedy|Romance,"['Richard Gere', 'Laura Linney', 'Edward Norton']"
185101,Fallguy (1962),Crime,"['Whoopi Goldberg', 'Armin Mueller-Stahl', 'Juliet Landau']"
5131,How to Kill Your Neighbor's Dog (2000),Comedy|Drama,"['Steve Martin', 'Dan Aykroyd', 'Phil Hartman']"
137587,Dog Star Man: Part IV (1964),(no genres listed),"['Richard E. Grant', 'Samantha Mathis', 'Judi Dench']"
177543,Blood Bath (1976),Horror,"['Theresa Randle', 'Isaiah Washington', 'Spike Lee']"
150387,Princess Arete (2001),Adventure|Animation|Fantasy,"['Sharon Stone', 'Isabelle Adjani', 'Chazz Palminteri']"
284517,Other Side of the Box (2018),Horror|Thriller,"['Anica Dobra', 'Felicitas Grimm-Luck', 'Martin Umbach']"
156266,Passport to Suez (1943),Comedy|Crime|Thriller,"['Dennis Quaid', 'Sean Connery', 'Dina Meyer']"
162818,Blood on the Land (1966),Adventure|Drama,"['Peter Ketnath', 'Nina Hoss', 'Steffen Schroeder']"
26378,Who Can Kill a Child? (a.k.a. Island of the Damned) (¿Quién puede matar a un niño?) (1976),Horror|Mystery|Thriller,"['Leon Schuster', 'John Matshikiza', 'Wilson Dunster']"
192399,Under Wraps (1997),Children|Comedy|Horror,"['Mark Wahlberg', 'Reese Witherspoon', 'William Petersen']"
102606,Drowsiness (Sennosc) (2008),Drama,"['Dave Foley', 'Bruce McCulloch', 'Kevin McDonald']"
288353,God Is a Bullet (2023),Action|Crime|Horror,"['Cher', 'Chazz Palminteri', 'Ryan O&apos;Neal']"
208691,Chinatown Squad (1935),Action|Crime,"['Johan Widerberg', 'Marika Lagercrantz', 'Tomas von Brömssen']"
161688,Berserker (2015),Crime|Mystery,"['Jane Fonda', 'John Phillip Law', 'Anita Pallenberg']"
140070,The Party at Kitty and Stud's (1970),(no genres listed),"['Donna Frotscher', 'Nick Baldasare', 'Christina Veronica']"
8828,Dead Ringer (1964),Drama|Thriller,"['Samuel Fuller', 'Jim Jarmusch']"
180121,The Life-Changing Magic of Tidying Up (2013),Drama,"['Danny Glover', 'Ray Liotta', 'Denis Leary']"
180259,Totem (1999),Horror,"['Corinna Harfouch', 'Meret Becker', 'August Zirner']"
248386,"Thank You, Life (1991)",Drama,"['Tom Berenger', 'Raymond Cruz', 'William Forsythe']"
255691,Gene Kelly: Anatomy of a Dancer (2002),Documentary,"['Alicia Silverstone', 'Kevin Dillon', 'Bill Nunn']"
143221,Find the Lady (1976),(no genres listed),"['Jean-Claude Van Damme', 'Roger Moore', 'James Remar']"
229325,Combat Wombat (2020),Action|Animation|Comedy,"['Damon Wayans', 'Daniel Stern', 'Dan Aykroyd']"
135809,Born Invincible (1978),Action,"['Paul Hogan', 'Elijah Wood', 'Jonathan Banks']"
141040,Questi fantasmi (1962),Comedy,"['Olivier Martinez', 'Juliette Binoche', 'Pierre Arditi']"
185613,Gymnastics for the tail (1979),(no genres listed),"['Robbie Lee', 'Joanne Nail', 'Monica Gayle']"
217449,Kill Me Twice (2019),Drama|Thriller,"['Javier Bardem', 'Aitana Sánchez-Gijón', 'Josep Maria Flotats']"
159263,Under the Pyramid (2016),Adventure|Drama|Thriller,"['Kris Bidenko', 'Emma Coles', 'Kris McQuade']"
261635,Silence of the Heart (1984),Drama,"['Jean Andrews', 'Judith Fyfe', 'Rita Graham']"
165789,Love Me Forever (1935),Drama|Romance,"['Eileen Atkins', 'Kate Beckinsale', 'Sheila Burrell']"
2197,Firelight (1997),Drama,"['Rupert Everett', 'François Hadji-Lazaro', 'Anna Falchi']"
247316,The Country Doctor (1996),Animation|Drama|Fantasy,"['John Garfield', 'Thomas Gomez', 'Beatrice Pearson']"
164373,Abattoir (2016),Horror|Thriller,"['Arturo Cámara', 'Silvia Morgan', 'Juan Muñiz']"
174783,Kino-pravda no. 11 (1922),(no genres listed),"['Serge Amougou', 'Saïdou Abatcha', 'Timoléon Luc Boyogueno']"
115889,"Deal, The (2007)",Action|Comedy|Thriller,"['Serge Yanogo', 'Rosine Yanogo', 'Joseph Nikiema']"
91914,Mad Bastards (2010),Drama,"['Jane Fonda', 'Brigitte Bardot', 'Alain Delon']"
162356,Sniper: Ghost Shooter (2016),Action|Drama|War,"['Ewan McGregor', 'Ewen Bremner', 'Jonny Lee Miller']"
197667,Entangled (2014),Drama,"['Deborah Amos', 'Carma Hinton', 'Edward Stanley']"
282957,Stay on Board: The Leo Baker Story (2022),Documentary,"['Assumpta Serna', 'Dominique Sanda', 'Héctor Alterio']"
76208,"Cremator, The (Spalovac mrtvol) (1969)",Comedy|Drama|Horror|Thriller,"['Rosie Perez', 'Harvey Keitel', 'Anthony Quinn']"
75813,Leaves of Grass (2009),Comedy|Crime|Drama|Thriller,"['Sylvester Stallone', 'Amy Brenneman', 'Viggo Mortensen']"
247360,H (2002),Drama|Mystery|Thriller,"['Chris Cooper', 'Elizabeth Peña', 'Stephen Mendillo']"
252458,Forgotten We’ll Be (2020),Drama,"['Edward Burns', 'Jennifer Aniston', 'John Mahoney']"
205475,Killing Michael Jackson (2019),Documentary,"['Shelley Long', 'Gary Cole', 'Tim Matheson']"
199412,Night of the Demons III (1997),Horror,"['Jennifer Taylor', 'Aaron Shields', 'Robert Peterson']"
153164,No Place to Go (2000),Drama,"['Christoph M. Ohrt', 'Carin C. Tietze', 'Tim Bergmann']"
269918,Nothing to Hide (2017),Documentary,"['Christiane Hörbiger', 'Jennifer Nitsch', 'Lena Stolze']"
171287,Stewart Lee: 90s Comedian (2006),Comedy,"['Catherine Deneuve', 'John Malkovich', 'Luís Miguel Cintra']"
66622,His Private Secretary (1933),Comedy|Romance,"['Goldie Hawn', 'Bette Midler', 'Diane Keaton']"
221122,One Man and His Shoes (2020),(no genres listed),"['Gwyneth Paltrow', 'James Cosmo', 'Greta Scacchi']"
185187,Cirque du Soleil: Journey of Man (2000),Children|Drama,"['Vincent Perez', 'Mia Kirshner', 'Richard Brooks']"
5794,Good Work (Beau travail) (1999),Drama,"['Jamie Lee Curtis', 'Kevin Pollak', 'Kyle Howard']"
5175,Hidden Agenda (1990),Drama|Thriller,"['Kurt Russell', 'Steve Buscemi', 'Stacy Keach']"
181695,No Men Allowed (2011),Comedy,"['Jeffrey Wright', 'Michael Wincott', 'Benicio Del Toro']"
156935,Dr. Kildare's Wedding Day (1941),Drama,"['Kinuyo Tanaka', 'Teiji Takahashi', 'Yûko Mochizuki']"
157693,Pecos River (1951),Western,"['Dan Zhao', 'Yinyan Wu', 'Daolin Sun']"
173087,Terror from the Year 5000 (1958),Sci-Fi,"['Tom Arnold', 'David Paymer', 'Rhea Perlman']"
281,Nobody's Fool (1994),Comedy|Drama|Romance,"['Joe Pesci', 'Danny Glover', 'Rosanna Arquette']"
281822,Neon Parallel 1996 (2015),Sci-Fi,"['Billy Campbell', 'Jennifer Grey', 'Tim Curry']"
59867,Lonelyhearts (1958),Drama|Film-Noir,"['Alexandra Paul', 'Youssef Abed-Alnour', 'Paul Gleason']"
289191,Degrassi Takes Manhattan (2010),Drama,"['Sinbad', 'Brock Pierce', 'Blake Boyd']"
183469,Memo (2016),Drama,"['Damon Wayans', 'Adam Sandler', 'James Caan']"
150082,K3 en het IJsprinsesje (2006),Children,"['Polly Walker', 'Vincent Perez', 'Franco Nero']"
223582,I WeirDO (2020),Comedy|Romance,"['Donald Pleasence', 'Paul Rudd', 'Marianne Hagan']"
130554,Where the Lilies Bloom (1974),Children|Drama|Romance,"['Helena Bonham Carter', 'Richard E. Grant', 'Imogen Stubbs']"
153148,A Humble Life (1997),Children|Documentary|Fantasy|Sci-Fi,"['James Stewart', 'Grace Kelly', 'Wendell Corey']"
185477,"Georgia, Georgia (1972)",Drama|Romance,"['Clark Gable', 'Claudette Colbert', 'Walter Connolly']"
127307,All Together (2011),Comedy|Drama,"['Charles Boyer', 'Ingrid Bergman', 'Joseph Cotten']"
255845,Split Second (1999),Drama,"['Fred Astaire', 'Ginger Rogers', 'Alice Brady']"
101666,"Night in Heaven, A (1983)",Drama|Romance,"['Orson Welles', 'Joseph Cotten', 'Dorothy Comingore']"
165403,My Bestfriend's Girlfriend (2008),Comedy|Drama|Romance,"['Norma Shearer', 'Joan Crawford', 'Rosalind Russell']"
72516,"Plumm Summer, A (2007)",Adventure,"['Fred Astaire', 'Cyd Charisse', 'Oscar Levant']"
220898,Macho (2016),Comedy,"['Tyrone Power', 'Linda Darnell', 'Basil Rathbone']"
40732,"Descent, The (2005)",Adventure|Drama|Horror|Thriller,"['Ronald Colman', 'Jane Wyatt', 'Edward Everett Horton']"
55280,Lars and the Real Girl (2007),Comedy|Drama,"['James Dean', 'Raymond Massey', 'Julie Harris']"
90245,Antonio Gaudí (1985),Documentary,"['David Niven', 'Cantinflas', 'Finlay Currie']"
239132,Broken Drum (1949),Comedy|Drama,"['Katharine Hepburn', 'Cary Grant', 'Charles Ruggles']"
214724,Final Cut (2019),Horror,"['Lillian Gish', 'Lars Hanson', 'Henry B. Walthall']"
139347,Fear House (2008),Horror,"['Freddie Bartholomew', 'Dolores Costello', 'C. Aubrey Smith']"
291689,Les grands sentiments font les bons gueuletons (1973),Comedy,"['John Wayne', 'Gail Russell', 'Harry Carey']"
159708,Woman in Witness Protection (1997),(no genres listed),"['Dana Andrews', 'Richard Conte', 'George Tyne']"
275447,The 11th Commandment (1986),Horror|Thriller,"['Humphrey Bogart', 'Jennifer Jones', 'Gina Lollobrigida']"
197377,Tenacious D: Post-Apocalypto (2018),Comedy,"['Gary Cooper', 'Helen Hayes', 'Adolphe Menjou']"
289621,The Small Victories (2023),Comedy,"['Ian Hart', 'John Lynch', 'James Frain']"
242486,Golgo 13 (1973),Action|Crime,"['Adrian Pasdar', 'Paige Turco', 'Arabella Field']"
197615,Santa Jaws (2018),Action|Comedy|Fantasy,"['Roberta Guaspari', 'Arnold Steinhardt', 'Isaac Stern']"
260881,Milk (1999),Comedy,"['André Eisermann', 'Dana Vávrová', 'Ben Becker']"
132774,Francesca e Nunziata (2002),(no genres listed),"['Halle Berry', 'Christopher McDonald', 'Peter Greene']"
167096,Green is Gold (2016),Crime|Drama,"['Matthew Broderick', 'Patricia Arquette', 'Jeffrey Force']"
123945,Basara: Princess Goh (1992),Drama,"['Matt Ross', 'Catherine Curtin', 'Timothy Pilato']"
143168,Wild Life (2014),Drama,"['Hugh Grant', 'Gene Hackman', 'Sarah Jessica Parker']"
194278,How to Build a Time Machine (2016),Documentary,"['Fess Parker', 'Buddy Ebsen', 'Basil Ruysdael']"
124883,Riders to the Stars (1954),Drama|Sci-Fi,"['Dorothy McGuire', 'Fess Parker', 'Tommy Kirk']"
54144,"Last Time, The (2006)",Comedy|Drama|Romance,"['Kirk Douglas', 'James Mason', 'Paul Lukas']"
233123,Deadly Desire (1991),Drama|Mystery,"['Burl Ives', 'Beulah Bondi', 'Bobby Driscoll']"
167456,Maula Jat (1979),(no genres listed),"['Julie Andrews', 'Dick Van Dyke', 'David Tomlinson']"
195457,The History of White People in America (1985),Comedy,"['Bruce Willis', 'Alan Rickman', 'Bonnie Bedelia']"
147980,Iceland (1942),(no genres listed),"['Timothy Spall', 'Brenda Blethyn', 'Phyllis Logan']"
165143,Silver Skies (2016),Comedy,"['Anthony Hopkins', 'Natascha McElhone', 'Julianne Moore']"
